date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2020-12-01,0.7784309387207031,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-01-01,0.8144972324371338,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-02-01,1.607955813407898,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-03-01,0.787447452545166,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-04-01,0.7994696497917175,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-05-01,0.8746077418327332,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-06-01,0.9798011183738708,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-07-01,1.1541215181350708,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-08-01,1.2232487201690674,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-09-01,1.550850749015808,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-10-01,1.6560442447662354,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-11-01,1.5177900791168213,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2021-12-01,1.1300773620605469,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-01-01,1.3164199590682983,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-02-01,1.4095911979675293,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-03-01,1.4727071523666382,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-04-01,1.9836463928222656,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-05-01,2.4464974403381348,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-06-01,2.31425404548645,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-07-01,2.1880221366882324,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-08-01,2.647867441177368,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-09-01,2.3683536052703857,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-10-01,1.701127052307129,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-11-01,1.6380109786987305,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2022-12-01,1.662055253982544,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-01-01,0.9828066229820251,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-02-01,0.7153149247169495,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-03-01,0.6942762136459351,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-04-01,0.6491934061050415,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-05-01,0.6461878418922424,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-06-01,0.6552044153213501,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-07-01,0.7664088010787964,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-08-01,0.775425374507904,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-09-01,0.7934585809707642,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-10-01,0.8956463932991028,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-11-01,0.8144972324371338,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2023-12-01,0.7573922276496887,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-01-01,0.955756902694702,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-02-01,0.5169503092765808,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-03-01,0.4478231966495514,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-04-01,0.4808839857578277,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-05-01,0.63717120885849,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2024-06-01,0.7603977918624878,Economic,Natural Gas,Natural Gas,,North America,Dollars per Million BTU,External,FRED,20241709,,,3.327206
2019-01-01,0.0084766894578933,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-02-01,0.0847668871283531,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-03-01,0.0762902051210403,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-04-01,0.3136374950408935,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-05-01,1.034156084060669,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-06-01,1.8733482360839844,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-07-01,3.1363749504089355,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-08-01,2.7803540229797363,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-09-01,2.034405469894409,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-10-01,0.6866118311882019,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-11-01,0.0762902051210403,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-12-01,0.0339067578315734,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-01-01,0.0678135156631469,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-02-01,0.0762902051210403,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-03-01,0.2882074415683746,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-04-01,0.2966841161251068,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-05-01,0.8900523781776428,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-06-01,2.059835433959961,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-07-01,3.2720019817352295,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-08-01,2.8820743560791016,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-09-01,1.4918972253799438,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-10-01,0.6527050733566284,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-11-01,0.2119172215461731,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2020-12-01,0.0,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-01-01,0.0254300665110349,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-02-01,0.0508601330220699,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-03-01,0.1441037207841873,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-04-01,0.2712540626525879,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-05-01,0.8391922116279602,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-06-01,2.280229330062866,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-07-01,2.839690923690796,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-08-01,2.958364486694336,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-09-01,1.5512341260910034,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-10-01,0.6527050733566284,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-11-01,0.0508601330220699,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2021-12-01,0.1356270313262939,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-01-01,0.0254300665110349,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-02-01,0.0339067578315734,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-03-01,0.1186736449599266,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-04-01,0.3814510107040405,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-05-01,1.169783115386963,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-06-01,2.076788902282715,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-07-01,3.09399151802063,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-08-01,2.7888307571411133,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-09-01,1.5681874752044678,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-10-01,0.3560209274291992,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-11-01,0.1356270313262939,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2022-12-01,0.0423834435641765,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-01-01,0.0084766894578933,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-02-01,0.0678135156631469,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-03-01,0.1525804102420807,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-04-01,0.2458239793777465,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-05-01,0.7120418548583984,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-06-01,1.5766642093658447,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-07-01,3.060084819793701,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-08-01,2.678633689880371,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-09-01,1.5088506937026978,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-10-01,0.5594614744186401,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-11-01,0.0508601330220699,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2023-12-01,0.0084766894578933,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-01-01,0.0084766894578933,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-02-01,0.0084766894578933,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-03-01,0.0932435765862464,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-04-01,0.3136374950408935,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-05-01,1.0426326990127563,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2024-06-01,2.2632761001586914,Economic,CDD,Cooling Degree Days,,North America,Days,External,NOAA,20241709,,,117.97059
2019-01-01,2.54612398147583,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-02-01,2.1346895694732666,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-03-01,1.8842511177062988,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-04-01,0.8437390327453613,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-05-01,0.4412486851215362,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-06-01,0.0715538412332534,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-07-01,0.0,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-08-01,0.0119256395846605,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-09-01,0.1013679355382919,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-10-01,0.7781479954719543,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-11-01,1.7441247701644895,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2019-12-01,2.1108381748199463,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2020-01-01,2.188354969024658,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2020-02-01,2.0392844676971436,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
2020-03-01,1.4579094648361206,Economic,HDD,Heating Degree Days,,North America,Days,External,NOAA,20241709,,,335.41177
